0, 4.21324,  4.40124, -0.18800, 0.03534
1, 4.12500,  4.29174, -0.16674, 0.02780
2, 4.56049,  4.43289, 0.12760, 0.01628
3, 4.53760,  4.29077, 0.24683, 0.06092
4, 4.68473,  4.18270, 0.50203, 0.25203
5, 4.26455,  4.17559, 0.08896, 0.00791
6, 4.37381,  4.30542, 0.06838, 0.00468
7, 3.83227,  4.14838, -0.31611, 0.09993
8, 4.49911,  4.19255, 0.30656, 0.09398
9, 4.30488,  4.34735, -0.04247, 0.00180
10, 4.68103,  4.47264, 0.20839, 0.04343
11, 4.40000,  3.98172, 0.41828, 0.17496
12, 4.66684,  4.37022, 0.29662, 0.08798
13, 4.34440,  4.33149, 0.01291, 0.00017
14, 4.64189,  4.37898, 0.26291, 0.06912
15, 4.37826,  4.39680, -0.01854, 0.00034
16, 4.39427,  4.46301, -0.06874, 0.00472
17, 4.26007,  4.36304, -0.10297, 0.01060
18, 4.33333,  4.14407, 0.18926, 0.03582
19, 3.38534,  3.55097, -0.16563, 0.02743
20, 5.00000,  4.13028, 0.86972, 0.75641
21, 5.00000,  4.16949, 0.83051, 0.68975
22, 4.49544,  4.33266, 0.16278, 0.02650
23, 4.53608,  4.21215, 0.32393, 0.10493
24, 5.00000,  4.04239, 0.95761, 0.91702
25, 4.57716,  4.26429, 0.31287, 0.09789
26, 4.46154,  4.34949, 0.11204, 0.01255
27, 4.78571,  4.47752, 0.30820, 0.09499
28, 3.94949,  4.34718, -0.39768, 0.15815
29, 3.97753,  4.30448, -0.32695, 0.10689
30, 4.02083,  4.14349, -0.12266, 0.01505
31, 3.38144,  4.04940, -0.66795, 0.44616
32, 4.34937,  4.07095, 0.27842, 0.07752
33, 4.00000,  4.19024, -0.19024, 0.03619
34, 4.56446,  4.27465, 0.28981, 0.08399
35, 4.54145,  4.35243, 0.18902, 0.03573
36, 4.53846,  4.12021, 0.41825, 0.17493
37, 4.63033,  4.37925, 0.25109, 0.06304
38, 4.31788,  4.34743, -0.02954, 0.00087
39, 3.78147,  4.22212, -0.44065, 0.19417
40, 4.36232,  4.36985, -0.00753, 0.00006
41, 4.36269,  4.15981, 0.20289, 0.04116
42, 4.75049,  4.40482, 0.34567, 0.11949
43, 4.13060,  4.31567, -0.18507, 0.03425
44, 4.50147,  4.41498, 0.08649, 0.00748
45, 4.40000,  4.19237, 0.20763, 0.04311
46, 4.77128,  4.25719, 0.51408, 0.26428
47, 4.36486,  4.20307, 0.16179, 0.02618
48, 3.67029,  4.23371, -0.56341, 0.31743
49, 4.74194,  4.12712, 0.61481, 0.37799
50, 4.60816,  4.34316, 0.26500, 0.07022
51, 4.16598,  4.24862, -0.08264, 0.00683
52, 4.27586,  4.31935, -0.04349, 0.00189
53, 4.47336,  4.10956, 0.36380, 0.13235
54, 4.00000,  4.38350, -0.38350, 0.14707
55, 4.44189,  4.13285, 0.30904, 0.09551
56, 4.64742,  4.28266, 0.36476, 0.13305
57, 4.32339,  4.32734, -0.00395, 0.00002
58, 4.45912,  4.30678, 0.15234, 0.02321
59, 3.61850,  4.13839, -0.51989, 0.27029
60, 3.98133,  4.09607, -0.11474, 0.01317
61, 4.41562,  4.34561, 0.07001, 0.00490
62, 4.34240,  4.24047, 0.10194, 0.01039
63, 4.56966,  4.34531, 0.22435, 0.05033
64, 4.35624,  4.33193, 0.02431, 0.00059
65, 4.19718,  4.31983, -0.12265, 0.01504
66, 4.01204,  4.08700, -0.07496, 0.00562
67, 4.27223,  4.37169, -0.09945, 0.00989
68, 4.43620,  4.36255, 0.07365, 0.00542
69, 3.94112,  4.13621, -0.19509, 0.03806
70, 3.87515,  3.85585, 0.01930, 0.00037
71, 4.70792,  4.24134, 0.46658, 0.21770
72, 4.35779,  4.41657, -0.05878, 0.00346
73, 4.27292,  4.24829, 0.02463, 0.00061
74, 4.24208,  4.23115, 0.01092, 0.00012
75, 3.83762,  4.15811, -0.32049, 0.10271
76, 4.57407,  4.23329, 0.34078, 0.11613
77, 4.43484,  4.02910, 0.40573, 0.16462
78, 4.45479,  4.08680, 0.36798, 0.13541
79, 4.27800,  4.40571, -0.12771, 0.01631
80, 3.27138,  4.23156, -0.96018, 0.92195
81, 4.40493,  4.24260, 0.16233, 0.02635
82, 4.51064,  4.32877, 0.18187, 0.03308
83, 3.82857,  4.21287, -0.38430, 0.14769
84, 3.90578,  4.19844, -0.29265, 0.08565
85, 3.80000,  4.21509, -0.41509, 0.17230
86, 4.58963,  4.56246, 0.02717, 0.00074
87, 3.84679,  4.21524, -0.36845, 0.13576
88, 4.17284,  4.16169, 0.01115, 0.00012
89, 4.72716,  4.29669, 0.43047, 0.18530
90, 4.61072,  4.32594, 0.28479, 0.08110
91, 3.99575,  4.13619, -0.14044, 0.01972
92, 4.51159,  4.44189, 0.06970, 0.00486
93, 4.33913,  4.34392, -0.00479, 0.00002
94, 4.46512,  4.31032, 0.15479, 0.02396
95, 4.01144,  4.06931, -0.05787, 0.00335
96, 4.95000,  4.48295, 0.46705, 0.21814
97, 4.41935,  4.27429, 0.14506, 0.02104
98, 4.52590,  4.22889, 0.29701, 0.08822
99, 4.36703,  4.34281, 0.02422, 0.00059
100, 4.19231,  4.10175, 0.09056, 0.00820
101, 4.21283,  4.49561, -0.28278, 0.07996
102, 4.34409,  4.44624, -0.10215, 0.01044
103, 4.77372,  4.35150, 0.42222, 0.17827
104, 4.55556,  4.25413, 0.30142, 0.09085
105, 4.49508,  4.29602, 0.19907, 0.03963
106, 4.52298,  4.21582, 0.30716, 0.09434
107, 4.65107,  4.43014, 0.22093, 0.04881
108, 3.00000,  4.08367, -1.08367, 1.17434
109, 4.15067,  4.14534, 0.00533, 0.00003
110, 2.32282,  4.22215, -1.89933, 3.60747
111, 3.43678,  4.30680, -0.87002, 0.75694
112, 4.25964,  4.54292, -0.28327, 0.08024
113, 4.20467,  4.32940, -0.12474, 0.01556
114, 3.78571,  4.03499, -0.24928, 0.06214
115, 4.47239,  4.18704, 0.28535, 0.08142
116, 4.22843,  4.30831, -0.07988, 0.00638
117, 4.68514,  4.12412, 0.56102, 0.31474
118, 4.83333,  4.17719, 0.65615, 0.43053
119, 3.54054,  4.20127, -0.66073, 0.43656
120, 4.70000,  4.07614, 0.62386, 0.38920
121, 4.13671,  4.42125, -0.28454, 0.08096
122, 4.41176,  4.05857, 0.35320, 0.12475
123, 4.38019,  4.27061, 0.10959, 0.01201
124, 4.17530,  4.23932, -0.06402, 0.00410
125, 4.42874,  4.54825, -0.11951, 0.01428
126, 3.81284,  4.11935, -0.30651, 0.09395
127, 4.48540,  4.31794, 0.16745, 0.02804
128, 4.73313,  4.23498, 0.49815, 0.24815
129, 4.68487,  4.36864, 0.31623, 0.10000
130, 3.96748,  4.20371, -0.23623, 0.05581
131, 3.79944,  4.31612, -0.51669, 0.26697
132, 4.69612,  4.06301, 0.63310, 0.40082
133, 4.35904,  4.46346, -0.10442, 0.01090
