0, 4.21324,  4.35252, -0.13928, 0.01940
1, 4.12500,  4.28652, -0.16152, 0.02609
2, 4.56049,  4.28147, 0.27902, 0.07785
3, 4.53760,  4.24095, 0.29666, 0.08801
4, 4.68473,  4.23552, 0.44921, 0.20179
5, 4.26455,  4.18814, 0.07642, 0.00584
6, 4.37381,  4.25195, 0.12186, 0.01485
7, 3.83227,  4.20104, -0.36877, 0.13599
8, 4.49911,  4.05210, 0.44701, 0.19982
9, 4.30488,  4.31464, -0.00976, 0.00010
10, 4.68103,  4.38101, 0.30003, 0.09002
11, 4.40000,  4.19861, 0.20139, 0.04056
12, 4.66684,  4.24821, 0.41863, 0.17525
13, 4.34440,  4.31889, 0.02551, 0.00065
14, 4.64189,  4.42529, 0.21661, 0.04692
15, 4.37826,  4.35149, 0.02677, 0.00072
16, 4.39427,  4.35815, 0.03612, 0.00130
17, 4.26007,  4.32057, -0.06050, 0.00366
18, 4.33333,  4.15350, 0.17984, 0.03234
19, 3.38534,  4.06511, -0.67977, 0.46209
20, 5.00000,  4.15921, 0.84079, 0.70693
21, 5.00000,  4.18966, 0.81034, 0.65665
22, 4.49544,  4.26802, 0.22741, 0.05172
23, 4.53608,  4.24135, 0.29473, 0.08687
24, 5.00000,  4.03906, 0.96094, 0.92342
25, 4.57716,  4.52563, 0.05153, 0.00266
26, 4.46154,  4.29169, 0.16985, 0.02885
27, 4.78571,  4.29021, 0.49550, 0.24552
28, 3.94949,  4.27073, -0.32124, 0.10319
29, 3.97753,  4.11884, -0.14131, 0.01997
30, 4.02083,  4.07529, -0.05446, 0.00297
31, 3.38144,  4.08935, -0.70791, 0.50113
32, 4.34937,  4.15943, 0.18994, 0.03608
33, 4.00000,  4.17318, -0.17318, 0.02999
34, 4.56446,  4.30208, 0.26238, 0.06884
35, 4.54145,  4.45970, 0.08175, 0.00668
36, 4.53846,  4.06033, 0.47813, 0.22861
37, 4.63033,  4.36549, 0.26484, 0.07014
38, 4.31788,  4.33896, -0.02108, 0.00044
39, 3.78147,  4.25997, -0.47850, 0.22896
40, 4.36232,  4.31464, 0.04768, 0.00227
41, 4.36269,  4.12521, 0.23749, 0.05640
42, 4.75049,  4.32308, 0.42741, 0.18268
43, 4.13060,  4.38615, -0.25555, 0.06531
44, 4.50147,  4.36237, 0.13910, 0.01935
45, 4.40000,  4.28649, 0.11351, 0.01288
46, 4.77128,  4.26642, 0.50486, 0.25488
47, 4.36486,  4.28045, 0.08442, 0.00713
48, 3.67029,  4.21656, -0.54627, 0.29841
49, 4.74194,  3.99511, 0.74682, 0.55774
50, 4.60816,  4.35230, 0.25586, 0.06546
51, 4.16598,  4.34141, -0.17543, 0.03078
52, 4.27586,  4.24893, 0.02693, 0.00073
53, 4.47336,  4.13270, 0.34066, 0.11605
54, 4.00000,  4.44212, -0.44212, 0.19547
55, 4.44189,  4.28143, 0.16046, 0.02575
56, 4.64742,  4.24714, 0.40028, 0.16022
57, 4.32339,  4.32736, -0.00397, 0.00002
58, 4.45912,  4.37758, 0.08154, 0.00665
59, 3.61850,  4.16392, -0.54542, 0.29748
60, 3.98133,  4.22029, -0.23897, 0.05710
61, 4.41562,  4.29169, 0.12393, 0.01536
62, 4.34240,  4.25767, 0.08474, 0.00718
63, 4.56966,  4.33458, 0.23508, 0.05526
64, 4.35624,  4.28388, 0.07236, 0.00524
65, 4.19718,  4.26833, -0.07114, 0.00506
66, 4.01204,  4.19636, -0.18432, 0.03397
67, 4.27223,  4.31983, -0.04759, 0.00227
68, 4.43620,  4.34134, 0.09487, 0.00900
69, 3.94112,  4.11318, -0.17206, 0.02961
70, 3.87515,  4.09062, -0.21547, 0.04643
71, 4.70792,  4.20202, 0.50591, 0.25594
72, 4.35779,  4.46812, -0.11034, 0.01217
73, 4.27292,  4.25645, 0.01647, 0.00027
74, 4.24208,  4.28261, -0.04053, 0.00164
75, 3.83762,  4.16393, -0.32631, 0.10648
76, 4.57407,  4.18243, 0.39165, 0.15339
77, 4.43484,  4.06425, 0.37059, 0.13734
78, 4.45479,  4.14455, 0.31024, 0.09625
