0, 4.21324,  4.42082, -0.20757, 0.04309
1, 4.12500,  4.34424, -0.21924, 0.04807
2, 4.56049,  4.24435, 0.31614, 0.09994
3, 4.53760,  4.27490, 0.26270, 0.06901
4, 4.68473,  4.23113, 0.45360, 0.20575
5, 4.26455,  4.16371, 0.10085, 0.01017
6, 4.37381,  4.29504, 0.07876, 0.00620
7, 3.83227,  4.16914, -0.33687, 0.11348
8, 4.49911,  4.07038, 0.42873, 0.18381
9, 4.30488,  4.36627, -0.06139, 0.00377
10, 4.68103,  4.41811, 0.26293, 0.06913
11, 4.40000,  3.95685, 0.44315, 0.19638
12, 4.66684,  4.35408, 0.31276, 0.09782
13, 4.34440,  4.33420, 0.01020, 0.00010
14, 4.64189,  4.37012, 0.27177, 0.07386
15, 4.37826,  4.38310, -0.00484, 0.00002
16, 4.39427,  4.40982, -0.01555, 0.00024
17, 4.26007,  4.36224, -0.10217, 0.01044
18, 4.33333,  4.16644, 0.16689, 0.02785
19, 3.38534,  3.51700, -0.13166, 0.01734
20, 5.00000,  4.15579, 0.84421, 0.71270
21, 5.00000,  4.17574, 0.82426, 0.67941
22, 4.49544,  4.28850, 0.20694, 0.04283
23, 4.53608,  4.23605, 0.30003, 0.09002
24, 5.00000,  3.99861, 1.00139, 1.00278
25, 4.57716,  4.38811, 0.18905, 0.03574
26, 4.46154,  4.22851, 0.23303, 0.05430
27, 4.78571,  4.24363, 0.54208, 0.29385
28, 3.94949,  4.33785, -0.38836, 0.15082
29, 3.97753,  4.22613, -0.24860, 0.06180
30, 4.02083,  4.22130, -0.20047, 0.04019
31, 3.38144,  4.03623, -0.65478, 0.42874
32, 4.34937,  4.11097, 0.23840, 0.05684
33, 4.00000,  4.13142, -0.13142, 0.01727
34, 4.56446,  4.28949, 0.27497, 0.07561
35, 4.54145,  4.38971, 0.15173, 0.02302
36, 4.53846,  4.03600, 0.50247, 0.25247
37, 4.63033,  4.35117, 0.27916, 0.07793
38, 4.31788,  4.32726, -0.00938, 0.00009
39, 3.78147,  4.29231, -0.51084, 0.26096
40, 4.36232,  4.34079, 0.02153, 0.00046
41, 4.36269,  4.11131, 0.25138, 0.06319
42, 4.75049,  4.36466, 0.38583, 0.14886
43, 4.13060,  4.20760, -0.07701, 0.00593
44, 4.50147,  4.38098, 0.12049, 0.01452
45, 4.40000,  4.27697, 0.12303, 0.01514
46, 4.77128,  4.26572, 0.50556, 0.25559
47, 4.36486,  4.23121, 0.13365, 0.01786
48, 3.67029,  4.21722, -0.54693, 0.29913
49, 4.74194,  4.07242, 0.66951, 0.44824
50, 4.60816,  4.38651, 0.22165, 0.04913
51, 4.16598,  4.25514, -0.08917, 0.00795
52, 4.27586,  4.28878, -0.01292, 0.00017
53, 4.47336,  4.07497, 0.39839, 0.15872
54, 4.00000,  4.40602, -0.40602, 0.16485
55, 4.44189,  4.16266, 0.27923, 0.07797
56, 4.64742,  4.26958, 0.37783, 0.14276
57, 4.32339,  4.32434, -0.00095, 0.00000
58, 4.45912,  4.38115, 0.07797, 0.00608
59, 3.61850,  4.15914, -0.54065, 0.29230
60, 3.98133,  4.14932, -0.16799, 0.02822
61, 4.41562,  4.33186, 0.08376, 0.00702
62, 4.34240,  4.26680, 0.07560, 0.00572
63, 4.56966,  4.36533, 0.20432, 0.04175
64, 4.35624,  4.32475, 0.03149, 0.00099
65, 4.19718,  4.29783, -0.10065, 0.01013
66, 4.01204,  4.14818, -0.13613, 0.01853
67, 4.27223,  4.38629, -0.11406, 0.01301
